mongo  | about to fork child process, waiting until server is ready for connections.
mongo            | {"t":{"$date":"2026-03-16T17:29:33.124+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.22.0.2:59034","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"aafe4a7f-b2b7-43c3-91d1-a133353438c3"}},"connectionId":9,"connectionCount":2}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.143+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn9","msg":"client metadata","attr":{"remote":"172.22.0.2:59034","client":"conn9","negotiatedCompressors":[],"doc":{"driver":{"name":"nodejs","version":"4.13.0"},"os":{"type":"Linux","name":"linux","architecture":"x64","version":"6.17.0-14-generic"},"platform":"Node.js v18.20.3, LE (unified)|Node.js v18.20.3, LE (unified)"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.143+00:00"},"s":"I",  "c":"ACCESS",   "id":6788604, "ctx":"conn9","msg":"Auth metrics report","attr":{"metric":"acquireUser","micros":0}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.152+00:00"},"s":"I",  "c":"ACCESS",   "id":5286306, "ctx":"conn9","msg":"Successfully authenticated","attr":{"client":"172.22.0.2:59034","isSpeculative":true,"isClusterMember":false,"mechanism":"SCRAM-SHA-256","user":"admin_hp","db":"admin","result":0,"metrics":{"conversation_duration":{"micros":8699,"summary":{"0":{"step":1,"step_total":2,"duration_micros":43},"1":{"step":2,"step_total":2,"duration_micros":28}}}},"doc":{"driver":{"name":"nodejs","version":"4.13.0"},"os":{"type":"Linux","name":"linux","architecture":"x64","version":"6.17.0-14-generic"},"platform":"Node.js v18.20.3, LE (unified)|Node.js v18.20.3, LE (unified)"},"extraInfo":{}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.154+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn9","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":2}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.611+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50090","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"8e6e05e7-596d-40b6-9bf0-56490f2ead6f"}},"connectionId":10,"connectionCount":3}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.613+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn10","msg":"client metadata","attr":{"remote":"172.20.0.3:50090","client":"conn10","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.613+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn10","msg":"Connection not authenticating","attr":{"client":"172.20.0.3:50090","doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.618+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50098","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"17394df0-27b6-46e4-9e51-5889da553300"}},"connectionId":11,"connectionCount":4}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.620+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50114","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"f7e58a53-c503-497d-9720-0a49141aefa7"}},"connectionId":12,"connectionCount":5}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.622+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn11","msg":"client metadata","attr":{"remote":"172.20.0.3:50098","client":"conn11","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.622+00:00"},"s":"I",  "c":"ACCESS",   "id":6788604, "ctx":"conn11","msg":"Auth metrics report","attr":{"metric":"acquireUser","micros":0}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.624+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn12","msg":"client metadata","attr":{"remote":"172.20.0.3:50114","client":"conn12","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.625+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn12","msg":"Connection not authenticating","attr":{"client":"172.20.0.3:50114","doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.626+00:00"},"s":"I",  "c":"ACCESS",   "id":5286306, "ctx":"conn11","msg":"Successfully authenticated","attr":{"client":"172.20.0.3:50098","isSpeculative":true,"isClusterMember":false,"mechanism":"SCRAM-SHA-256","user":"admin_hp","db":"admin","result":0,"metrics":{"conversation_duration":{"micros":3692,"summary":{"0":{"step":1,"step_total":2,"duration_micros":64},"1":{"step":2,"step_total":2,"duration_micros":21}}}},"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}},"extraInfo":{}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.627+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn11","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":1}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.809+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50120","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"52e876a3-a40e-4410-9785-0b3076e3688f"}},"connectionId":13,"connectionCount":6}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.811+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn13","msg":"client metadata","attr":{"remote":"172.20.0.3:50120","client":"conn13","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.811+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn13","msg":"Connection not authenticating","attr":{"client":"172.20.0.3:50120","doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.815+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50132","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"1ee6b73f-7b25-484e-bb48-5610767edd59"}},"connectionId":14,"connectionCount":7}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.816+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn14","msg":"client metadata","attr":{"remote":"172.20.0.3:50132","client":"conn14","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.816+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.20.0.3:50138","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"a5b446e5-1ede-4a69-b2e6-325b711ceb39"}},"connectionId":15,"connectionCount":8}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.817+00:00"},"s":"I",  "c":"ACCESS",   "id":6788604, "ctx":"conn14","msg":"Auth metrics report","attr":{"metric":"acquireUser","micros":0}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.820+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn15","msg":"client metadata","attr":{"remote":"172.20.0.3:50138","client":"conn15","negotiatedCompressors":[],"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.820+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn15","msg":"Connection not authenticating","attr":{"client":"172.20.0.3:50138","doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.820+00:00"},"s":"I",  "c":"ACCESS",   "id":5286306, "ctx":"conn14","msg":"Successfully authenticated","attr":{"client":"172.20.0.3:50132","isSpeculative":true,"isClusterMember":false,"mechanism":"SCRAM-SHA-256","user":"admin_hp","db":"admin","result":0,"metrics":{"conversation_duration":{"micros":3369,"summary":{"0":{"step":1,"step_total":2,"duration_micros":38},"1":{"step":2,"step_total":2,"duration_micros":25}}}},"doc":{"driver":{"name":"PyMongo|c","version":"4.16.0"},"os":{"type":"Linux","name":"Linux","architecture":"x86_64","version":"6.17.0-14-generic"},"platform":"CPython 3.14.3.final.0","env":{"container":{"runtime":"docker"}}},"extraInfo":{}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:33.821+00:00"},"s":"I",  "c":"NETWORK",  "id":6788700, "ctx":"conn14","msg":"Received first command on ingress connection since session start or auth handshake","attr":{"elapsedMillis":1}}
mongo            | {"t":{"$date":"2026-03-16T17:29:34.631+00:00"},"s":"I",  "c":"-",        "id":20883,   "ctx":"conn10","msg":"Interrupted operation as its client disconnected","attr":{"opId":66}}
mongo            | {"t":{"$date":"2026-03-16T17:29:34.632+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn10","msg":"Connection ended","attr":{"remote":"172.20.0.3:50090","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"8e6e05e7-596d-40b6-9bf0-56490f2ead6f"}},"connectionId":10,"connectionCount":7}}
mongo            | {"t":{"$date":"2026-03-16T17:29:34.632+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn12","msg":"Connection ended","attr":{"remote":"172.20.0.3:50114","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"f7e58a53-c503-497d-9720-0a49141aefa7"}},"connectionId":12,"connectionCount":6}}
mongo            | {"t":{"$date":"2026-03-16T17:29:34.840+00:00"},"s":"I",  "c":"-",        "id":20883,   "ctx":"conn13","msg":"Interrupted operation as its client disconnected","attr":{"opId":75}}
mongo            | {"t":{"$date":"2026-03-16T17:29:34.840+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn13","msg":"Connection ended","attr":{"remote":"172.20.0.3:50120","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"52e876a3-a40e-4410-9785-0b3076e3688f"}},"connectionId":13,"connectionCount":5}}
mongo            | {"t":{"$date":"2026-03-16T17:29:34.841+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn15","msg":"Connection ended","attr":{"remote":"172.20.0.3:50138","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"a5b446e5-1ede-4a69-b2e6-325b711ceb39"}},"connectionId":15,"connectionCount":4}}
mongo            | {"t":{"$date":"2026-03-16T17:29:35.083+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn14","msg":"Connection ended","attr":{"remote":"172.20.0.3:50132","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"1ee6b73f-7b25-484e-bb48-5610767edd59"}},"connectionId":14,"connectionCount":3}}
mongo            | {"t":{"$date":"2026-03-16T17:29:35.083+00:00"},"s":"I",  "c":"NETWORK",  "id":22944,   "ctx":"conn11","msg":"Connection ended","attr":{"remote":"172.20.0.3:50098","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"17394df0-27b6-46e4-9e51-5889da553300"}},"connectionId":11,"connectionCount":2}}
mongo            | {"t":{"$date":"2026-03-16T17:29:43.619+00:00"},"s":"I",  "c":"NETWORK",  "id":22943,   "ctx":"listener","msg":"Connection accepted","attr":{"remote":"172.22.0.2:32796","isLoadBalanced":false,"uuid":{"uuid":{"$uuid":"ea627b65-8fe5-44e8-a3cb-d8f13fbdb5b4"}},"connectionId":16,"connectionCount":3}}
mongo            | {"t":{"$date":"2026-03-16T17:29:43.620+00:00"},"s":"I",  "c":"NETWORK",  "id":51800,   "ctx":"conn16","msg":"client metadata","attr":{"remote":"172.22.0.2:32796","client":"conn16","negotiatedCompressors":[],"doc":{"driver":{"name":"nodejs","version":"4.13.0"},"os":{"type":"Linux","name":"linux","architecture":"x64","version":"6.17.0-14-generic"},"platform":"Node.js v18.20.3, LE (unified)|Node.js v18.20.3, LE (unified)"}}}
mongo            | {"t":{"$date":"2026-03-16T17:29:43.620+00:00"},"s":"I",  "c":"ACCESS",   "id":10483900,"ctx":"conn16","msg":"Connection not authenticating","attr":{"client":"172.22.0.2:32796","doc":{"driver":{"name":"nodejs","version":"4.13.0"},"os":{"type":"Linux","name":"linux","architecture":"x64","version":"6.17.0-14-generic"},"platform":"Node.js v18.20.3, LE (unified)|Node.js v18.20.3, LE (unified)"}}}
